X_true_mm,Y_true_mm,Z_true_mm,X_pred_mm,Y_pred_mm,Z_pred_mm,pos_err_mm,ang_err_deg
128.23355,-135.67447,464.4581,128.62433,-136.64577,462.50476,1.2795389,2.1454253
-191.4468,63.82408,499.68265,-191.86835,63.184776,500.971,0.86531156,1.1025059
-126.32939,-190.29543,276.01575,-128.46227,-190.10342,276.53867,1.2727212,2.1236022
153.18016,-143.49492,436.69543,150.52005,-148.27129,437.64468,3.203693,7.641477
-24.476267,207.2247,316.10916,-25.32522,206.2201,314.31793,1.2830253,3.195335
188.40886,-191.15099,220.41415,187.29204,-192.92609,220.73921,1.2252803,2.6267335
50.83205,-138.6133,284.2387,51.300858,-138.28737,283.50418,0.5371343,2.133201
144.77232,204.24763,247.76552,141.93488,201.70796,246.90497,2.2540038,4.279986
-156.29837,140.53168,416.6481,-158.49762,139.95087,422.75546,3.7627072,30.596283
-91.88907,-25.865715,363.59045,-91.04469,-25.098055,365.08664,1.0864073,1.3676854
-61.646976,234.77368,245.59586,-64.76703,234.81184,244.67017,1.879103,58.41052
-2.900397,-86.53588,381.401,-1.3211621,-87.72864,380.4703,1.2626486,7.8414173
-13.766488,46.85238,248.24931,-11.644215,47.195072,245.84885,1.8604412,6.1373725
161.23308,-148.31635,371.619,161.50429,-147.39674,372.31317,0.6834013,0.3441913
-163.40474,-20.38551,303.1732,-163.56482,-18.954845,303.19092,0.8312119,2.2853432
175.74295,-127.34818,427.5653,175.22108,-125.35262,428.70746,1.361263,0.83492583
194.52315,110.38092,348.073,195.01558,107.77573,347.16626,1.6177865,1.9927597
-212.2405,-157.89883,447.16953,-210.76915,-156.96141,447.7194,1.0560886,3.4270194
-245.30481,193.00046,305.55283,-245.00232,195.08296,308.05002,1.8854084,3.9760468
-103.62352,198.46982,321.4868,-106.75132,197.36456,321.87866,1.9285823,6.1413603
-49.627617,134.28021,281.91245,-48.537582,132.89806,282.88113,1.160013,3.1487205
235.22472,192.96574,408.108,234.01588,191.36798,411.52832,2.288573,62.503883
-214.2957,-98.808136,478.32367,-213.96289,-102.52862,477.0055,2.286944,1.157717
140.65263,-224.10506,221.16647,138.688,-222.07942,223.10687,1.9772133,1.2998452
-12.287523,204.1571,375.17496,-15.152752,203.59152,375.9505,1.7445998,2.1814551
-185.06325,38.435272,360.19724,-183.23024,39.90312,358.5835,1.6450576,6.67091
-66.95985,-228.02728,452.64334,-67.08472,-229.1511,453.11197,0.70667136,0.7396517
-59.549297,137.96918,343.0403,-59.037537,139.12738,343.18063,0.7355323,0.75361663
-128.21375,-89.24247,389.24185,-127.46793,-89.59612,390.68982,0.96227425,2.4400098
-102.81812,226.0037,289.41586,-102.31709,229.6837,285.53387,3.1017911,6.453096
-40.040585,242.30748,385.03928,-43.915062,241.38658,386.22324,2.3987074,1.5723561
231.1307,51.32048,446.20126,230.09755,52.051342,447.499,1.04653,1.0188249
-20.569715,203.91905,235.61415,-23.114614,202.68457,235.86797,1.6396013,1.2585077
225.0675,-71.47842,401.50314,225.2019,-71.65037,401.0168,0.3077583,1.8052247
-234.73396,-112.673256,235.18486,-237.32468,-111.79511,237.1954,1.9600357,14.317922
-216.94487,115.08601,434.23834,-213.5124,116.96229,436.72824,2.677176,3.4988427
-236.09204,29.427355,356.54706,-237.57486,30.380852,352.73483,2.4249377,4.8717527
82.97232,-237.6514,382.362,84.70552,-238.28929,381.4104,1.1995043,2.7740295
-139.88365,-75.635506,319.62982,-140.36179,-77.49521,318.5325,1.2768738,3.6225405
38.21009,-245.6819,344.4558,37.542904,-246.25285,346.30972,1.1843587,2.6543114
147.68307,-95.47446,253.21654,149.23145,-96.603065,250.46945,1.9337087,4.9770265
-84.09304,-16.15521,445.92123,-83.78687,-17.956495,445.08392,1.1603814,1.5182586
-127.16125,-69.02417,273.97504,-124.9238,-66.446625,274.7596,2.0220022,1.883152
112.70429,12.071722,380.72083,117.02893,13.189441,378.79117,2.8092327,3.8117435
-12.051104,-235.26227,405.57803,-12.945881,-235.32677,406.21158,0.63407826,1.1441703
-175.39493,224.45757,288.7363,-173.74074,223.98009,287.91034,1.1025028,4.5553317
-206.27745,-144.44495,236.17046,-207.0642,-145.01808,237.06685,0.7639741,1.4812447
118.583755,-207.93826,247.68571,119.39305,-209.13753,245.4347,1.544916,2.2305365
180.20616,53.029076,242.76108,182.45126,51.881603,241.43022,1.6460412,2.4780855
195.18105,85.52354,343.25824,195.77417,86.38498,341.73,1.0691683,2.149418
5.0445037,-89.560875,303.0748,4.162008,-87.18092,299.12738,2.7095559,1.2612437
-173.27272,207.72774,244.34755,-175.72269,206.3735,240.23386,2.8727894,10.696834
-137.1713,-172.73601,467.8879,-138.24495,-172.8499,467.38666,0.6872548,0.942453
-23.238056,-163.9984,277.05695,-23.929953,-164.00224,273.34015,2.1827593,3.6683722
175.92868,171.81697,200.09882,175.56912,175.80121,198.69478,2.4477713,16.375374
75.09871,-25.43317,294.50983,75.923515,-25.745693,294.25815,0.5295652,3.1905525
-112.89652,29.89148,277.3313,-108.44966,27.782866,280.09265,3.2581127,1.9395192
127.96932,133.89478,318.80908,124.667274,134.16768,316.0525,2.4884262,7.467124
-32.27991,-12.241145,270.98834,-34.895386,-14.316258,273.1609,2.299765,4.0003796
241.38197,195.22867,301.4209,241.13742,192.16513,301.27374,1.7763937,4.14842
-35.636433,-138.04897,366.89478,-37.358006,-137.6616,366.52765,1.0406156,3.3144405
168.59818,-5.227415,220.2146,170.54271,-1.3083965,220.5524,2.5333793,3.883437
-242.72919,-165.047,220.48056,-244.94185,-165.92207,220.75456,1.3828362,5.839835
109.110634,-131.0355,276.4599,111.82181,-131.57317,275.78485,1.642684,1.6108209
-50.76078,56.69437,332.2215,-51.178883,56.095276,333.7466,0.9763371,4.5366125
-0.49534604,50.99922,358.10663,0.5507059,50.976566,358.32135,0.61666936,2.586632
-150.5871,-59.346058,291.2366,-150.77177,-63.95795,292.725,2.7999408,2.2615979
214.75575,-245.42395,208.64708,214.59999,-247.49097,205.91261,1.9810878,5.547677
-150.17749,-25.838696,465.6578,-148.35489,-28.99473,469.0935,2.8917387,6.940505
30.793352,-115.13931,285.53613,29.511902,-113.99208,282.41132,2.0593474,1.9176776
48.67281,247.63988,350.19098,51.80941,247.31586,348.4181,2.0885708,3.9071126
179.22173,39.230244,228.9841,177.4503,38.71949,234.08298,3.1303544,3.9030201
-16.66673,192.83951,242.8466,-14.4428,192.03816,246.94563,2.7319145,5.1426625
164.94565,95.62616,402.24332,165.54898,96.054375,400.47803,1.1050829,2.4376185
11.948282,-204.28773,271.5109,11.417296,-202.52097,270.72382,1.158003,2.8522027
228.16733,-4.6521325,383.4728,228.75969,-6.338666,384.879,1.3130949,17.052065
108.30392,224.85324,357.54123,107.5044,227.29532,357.10608,1.5046952,0.8301674
206.05263,15.682068,359.50897,204.93158,15.975632,358.68295,0.8216317,5.3939238
221.18027,-179.30728,469.97943,220.19743,-174.02557,472.87555,3.5237243,3.9614203
151.12308,131.23967,341.88403,155.80972,133.77943,343.55734,3.225679,4.797401
-188.81622,139.0037,474.13226,-188.60785,138.6333,472.42694,1.0146812,2.4896786
-187.7857,117.26842,380.4011,-187.4093,117.944595,378.43643,1.2191237,1.7574745
58.120876,80.358635,422.68616,61.03293,80.05942,421.64252,1.7943211,0.8151015
-114.39666,175.44354,341.2976,-114.69556,177.78867,339.31277,1.7821807,3.9499445
-57.423836,-34.840626,390.29504,-56.11325,-37.110767,385.98608,2.9119475,1.9005316
-163.0859,-79.83648,469.71655,-162.41612,-78.95346,471.00836,0.982701,37.00833
131.08583,197.80579,376.9904,129.30382,195.8921,380.40594,2.483531,0.91275936
177.24886,-207.12195,409.3089,174.9413,-208.30586,411.0762,1.8119814,2.8564823
-183.59769,234.55592,258.1866,-184.177,232.98026,259.18085,1.1264745,4.272899
8.417468,-160.7969,223.57852,6.625211,-157.30063,223.9184,2.2768145,4.0404983
-52.493534,-82.842224,485.86368,-50.166286,-82.80718,485.6227,1.3509718,2.5921292
145.00766,150.93024,254.9477,143.22685,145.92671,255.69878,3.0968082,5.0722103
-17.50385,-187.54189,294.01923,-20.098495,-186.58801,294.329,1.6060323,1.3349923
115.404526,-63.554874,322.27536,116.19532,-65.14594,321.82516,1.0582265,1.0549368
33.051937,74.409966,445.1107,33.645,74.206245,443.26624,1.1247561,2.9688294
239.12405,-84.70606,288.9966,236.2037,-80.12381,287.22733,3.2992854,22.942076
-40.183464,172.48935,247.15454,-39.114407,171.17575,246.14694,1.1377875,4.1537466
243.83543,-102.79847,328.2397,243.16759,-99.153984,330.58133,2.5305858,2.9843905
-42.28071,44.914074,447.55237,-43.607204,44.293575,448.16074,0.9155548,1.8219646
-158.66566,-73.68709,213.21146,-159.58548,-74.214066,210.79936,1.5211797,5.689461
141.04053,-195.16895,360.08234,141.12573,-193.74713,361.555,1.1828681,0.9380518
-114.140495,-110.786224,411.21213,-113.07773,-110.21839,412.08075,0.8575959,0.5878886
32.877365,158.08073,339.95352,34.020077,156.49902,338.49307,1.4071852,1.0034813
73.00754,-91.52854,461.7602,71.16361,-90.22174,460.01923,1.6470939,54.75024
-150.16138,-77.34601,314.372,-153.78552,-79.15191,311.80905,2.7667346,1.7627096
-232.79654,194.28212,412.0895,-234.94753,192.50005,412.35083,1.6197548,0.7819333
243.51666,207.87799,250.63101,243.63994,210.6995,249.69202,1.7183118,3.8746865
158.69507,37.019485,240.89664,161.48102,34.24409,240.70674,2.273059,2.2300282
-188.14737,-194.79999,390.20758,-187.24858,-194.15555,390.4611,0.6550802,1.5560793
173.98473,-120.3947,329.01712,173.70314,-120.942535,332.3766,1.9719222,0.755372
-120.9349,145.75269,361.98343,-122.51018,146.95187,359.36325,1.896039,1.0760996
-126.35763,-60.385033,384.9833,-127.60416,-62.598774,385.83688,1.5473716,1.3862013
136.30818,214.10559,284.38477,134.00388,213.64024,288.05722,2.517492,1.5005901
128.681,-60.40886,346.61166,127.219154,-63.167892,345.98746,1.838377,0.7600814
172.97867,243.51654,452.3064,171.27414,244.22469,452.5607,1.0757258,1.2389551
-181.674,77.77986,227.15894,-185.68448,77.581696,229.23016,2.6085262,10.647709
123.79309,-110.62258,371.3679,122.768425,-110.03399,370.76657,0.76549876,0.99896795
-15.088062,23.597378,448.46906,-12.792848,25.50948,450.02295,1.9441133,1.7820588
-87.0583,150.16693,206.21858,-87.90585,143.06291,206.30544,4.130899,2.6354825
117.151436,-125.9059,414.63815,118.158005,-123.70739,414.78223,1.3984969,2.705916
172.57153,-102.38336,260.55154,170.6009,-101.2989,266.62256,3.737943,1.7251037
-88.76962,-41.792435,299.69724,-93.75716,-45.09904,302.31693,3.771468,1.076929
-172.59422,-68.565926,201.1286,-172.31125,-69.59401,200.5449,0.701838,7.0160575
245.84235,219.73727,302.34012,242.00102,217.87068,303.14005,2.5086398,7.5100293
209.595,73.58297,450.5718,210.66457,75.543724,447.8873,2.0161943,3.9916937
-105.07943,44.925518,224.05511,-104.953514,42.13671,219.09908,3.284084,2.1727786
157.20717,223.3722,475.0558,156.68678,221.93333,475.96457,1.0274565,1.0265468
-205.1534,-49.019268,329.0221,-205.50479,-48.47686,329.97803,0.6662061,1.4087292
206.27296,93.09961,348.339,206.29126,89.35834,348.7233,2.171416,4.259277
137.32613,-165.72498,285.52164,138.55249,-163.12698,283.5991,1.9958054,1.4265856
-151.56844,166.9386,480.61047,-153.56412,166.29086,478.14215,1.8703765,3.032124
-102.15638,-85.926956,259.38644,-102.31765,-85.079834,261.11813,1.1168964,2.0450044
47.777428,-10.947369,433.72644,48.49788,-11.550855,435.0817,0.95218384,39.06692
-72.12116,-236.27145,357.9061,-73.62195,-239.41025,355.97263,2.2980208,0.7277303
118.116905,-176.56172,294.57086,114.77824,-174.63243,293.5099,2.309007,2.774861
46.181435,157.18427,403.50626,47.740444,155.06607,404.47757,1.6187145,2.214991
-146.48567,87.88973,437.87088,-145.76584,88.58352,436.75455,0.86519736,2.2037535
55.054752,-247.53665,463.59137,55.039494,-246.43779,464.5953,0.8593833,12.112368
-242.97046,130.87645,218.61273,-244.20479,129.47563,217.42845,1.276503,6.188765
-194.1261,63.405895,205.53899,-195.30995,66.50743,200.94054,3.2744858,5.9181423
-169.39609,223.99323,281.4546,-170.02588,225.73923,281.60287,1.0750425,2.0934815
-73.16115,215.2229,298.70438,-74.781425,213.95935,297.6169,1.3421915,2.8133464
-244.04512,-39.10806,280.46045,-247.01068,-40.90312,275.3117,3.5835896,16.051214
214.95377,-194.42969,256.65952,213.7045,-197.35045,258.22,2.0434146,10.767633
-130.24553,-40.239666,284.32245,-129.78174,-39.08473,281.95425,1.5445958,0.94397795
-114.680725,-51.5916,419.2992,-112.736206,-52.836964,420.35526,1.465987,3.065039
-62.17884,0.011063365,307.74313,-62.818684,1.130279,307.3514,0.77792245,1.6393353
220.36935,-125.36346,376.06284,218.16617,-124.38485,376.62393,1.4290473,2.0477555
-74.09033,-86.88443,365.3962,-69.16065,-85.87063,366.4676,2.9708245,2.5838847
-34.433575,-217.98662,444.7947,-34.308823,-218.85654,441.49658,1.9706141,7.669142
-100.74636,126.20437,399.93097,-102.56345,123.5329,398.03766,2.1620367,1.6317489
238.12253,-110.32621,446.5351,238.36964,-107.18693,446.86444,1.8279887,3.6661315
-67.57139,90.41163,365.84015,-67.21455,89.92392,366.03284,0.36620805,1.0852511
-208.2313,-111.63585,214.87877,-208.36746,-111.85376,212.21664,1.5441216,8.055434
78.991196,170.68097,308.8555,77.96715,170.19171,308.3353,0.7208,2.919452
108.30246,-130.87709,282.71515,108.10116,-132.19745,281.28207,1.1310132,2.1637003
-63.87949,-189.69827,262.43274,-63.35536,-190.11899,258.90408,2.0738957,3.607599
-144.30742,140.50328,394.97217,-146.8078,144.12953,395.74646,2.582062,11.623325
-45.374275,-135.95486,448.52197,-45.449337,-135.83025,447.44574,0.62701446,1.5301327
-30.465895,-162.71747,432.32245,-28.73218,-164.51866,432.35272,1.443489,1.5809549
247.6499,35.477596,291.85474,247.39645,39.02161,295.57697,2.9709291,1.5367053
179.21767,-218.76646,336.18237,178.83769,-218.88026,335.79196,0.32132643,5.8881693
60.45445,29.256828,288.3498,58.707005,25.720394,291.66223,2.9738965,8.113746
-153.04102,-240.81714,310.02148,-153.22289,-242.7836,309.2651,1.2209496,0.56174713
93.95726,-35.803123,334.82816,94.83411,-35.310028,334.64627,0.5902216,2.812793
129.4995,-42.3555,496.7654,129.2862,-42.91393,495.884,0.61487746,0.4140232
-212.30563,-207.27983,224.21739,-210.98726,-205.37917,224.22514,1.3355025,8.837169
-60.25674,-208.96501,322.60828,-63.63444,-209.15573,321.29224,2.0958052,5.9080014
-86.5761,43.52217,474.75015,-85.143684,43.80294,475.70728,1.0077597,0.86246115
35.21566,-247.9401,373.5189,35.857544,-250.88599,371.433,2.1166937,0.29687798
76.52661,115.86054,307.6498,75.854744,112.13045,305.96503,2.3946824,4.5818934
-159.3061,-65.72141,427.09375,-160.867,-65.20311,427.29153,0.95640975,1.6479148
-15.170281,-118.58715,494.32248,-12.951752,-119.30471,493.9449,1.363738,1.661305
246.08394,225.52147,425.0253,244.56247,225.27013,426.44022,1.2083089,3.4999437
-242.07368,-238.8143,473.38318,-241.1635,-239.44571,474.74777,1.014763,6.5543513
-64.50319,63.48219,369.2349,-66.64904,63.937725,371.63165,1.8758682,1.685715
-82.843765,-241.06683,290.28867,-83.60497,-239.69435,289.75867,0.95638967,3.3004942
-47.208492,-58.998703,240.49728,-47.91552,-59.852505,240.76811,0.65884066,4.2321844
184.59685,-93.72046,482.78717,186.01707,-92.55056,481.75345,1.2185086,2.867552
-30.84748,-209.82901,258.3014,-26.717028,-209.18694,257.92535,2.4231045,2.2779992
191.539,141.5949,438.63782,192.80673,141.66385,437.3151,1.0585357,1.6288253
37.76992,35.929615,378.16568,39.721592,37.008972,377.0184,1.4480194,1.4471396
-37.691154,-211.33183,322.0392,-38.885258,-210.45615,323.11343,1.0561969,1.3520912
-123.84845,238.5848,292.12375,-123.62251,238.55153,288.59406,2.0421305,1.3453628
161.80693,-194.62935,204.87791,161.34566,-195.08197,200.53613,2.5343447,11.078399
72.10026,-3.960784,471.73853,70.795845,-3.625777,470.9288,0.90726215,0.67170775
-143.88696,-234.74521,368.90445,-144.40701,-234.42822,370.29175,0.8747437,2.7247982
-184.96475,-47.089767,430.52283,-185.57452,-46.39599,431.7794,0.90038824,2.7406838
-187.28433,-4.2121058,397.8141,-186.15616,-3.4513464,396.35324,1.1526206,4.006746
204.53598,178.15372,467.6164,203.26683,178.35428,467.1729,0.7847806,3.0234897
-48.30423,88.77283,231.00583,-47.1124,86.54072,231.70247,1.5152642,6.436594
160.1539,-73.86122,407.6668,160.7944,-72.47323,410.49792,1.8575956,2.560914
197.68105,-157.84944,411.0249,195.48285,-157.7343,411.72537,1.3336645,2.926852
-136.83348,-227.39055,341.26108,-136.35558,-227.12955,341.89856,0.48404485,3.0033586
-233.71382,-85.743744,257.88104,-233.62735,-85.94838,256.72382,0.68032503,3.6913207
-159.83195,-218.58691,332.04456,-158.29045,-217.08757,332.0509,1.2415457,3.2406628
136.48935,-162.0471,205.76054,135.45325,-161.13031,204.79254,0.9748585,6.5186687
-242.29341,75.37368,415.7197,-241.13533,74.73023,416.5058,0.88940686,27.545294
32.06603,-149.22475,496.20807,30.6531,-152.9699,495.78342,2.323993,4.1216946
-154.36661,-63.04081,454.87277,-153.91942,-61.98421,456.59436,1.1944656,1.1774096
133.33035,-246.45604,348.5392,132.30312,-245.47424,349.02344,0.8667201,1.8365527
-10.312152,206.33783,414.20416,-11.331911,207.30391,414.00903,0.8187988,3.4603114
24.53997,170.42856,296.27695,27.410042,171.56879,297.5199,1.922009,9.972749
-103.29587,-202.69008,303.49692,-103.66791,-200.59216,304.41187,1.3387547,4.3256288
-21.710749,92.28432,314.77432,-22.917212,95.35636,313.77713,1.9905946,2.5682893
-227.1437,-4.10666,433.70917,-226.8294,-6.744582,433.4998,1.5385338,1.3406785
154.75983,160.94594,306.2165,154.90219,161.15501,304.28882,1.1224831,4.313146
203.74947,-160.62872,380.70004,204.05789,-163.03957,380.61685,1.4040668,2.0735617
126.32376,-159.94785,438.18643,125.69824,-161.75044,437.81116,1.1227142,1.599999
-2.1888638,227.00136,479.05118,-5.0022287,226.69466,480.17886,1.7588599,1.8673382
171.89218,-145.86826,409.64392,172.45786,-145.27809,408.77664,0.6881021,2.82844
-248.08957,-32.50356,361.42227,-248.63579,-33.74509,361.38467,0.7834047,1.2662022
82.97871,-166.38766,444.6915,83.69902,-165.3204,445.0496,0.77160627,1.452679
133.69296,-87.50715,316.96408,132.56256,-86.99631,318.9739,1.3635945,1.7651029
-86.67188,-84.77678,340.01114,-87.99967,-90.511826,340.05783,3.3988216,5.2461824
178.28586,53.853245,456.52164,178.32104,51.436703,455.0174,1.6435387,1.5079237
-249.905,14.56486,217.3847,-248.68146,12.999204,217.4243,1.1474468,2.5006742
66.060104,228.38841,451.30313,65.867165,230.07971,450.8822,1.0124065,0.9302429
-99.488014,153.91566,434.38123,-99.61294,155.2656,433.02917,1.1054348,1.0805203
64.313965,121.72428,491.3065,66.38896,121.279236,490.9318,1.2441964,1.5992365
-124.32067,-101.64259,286.74542,-126.43537,-103.44279,283.01364,2.6856933,30.28628
-145.11008,-98.56355,377.5688,-145.63353,-100.4276,378.46353,1.2314262,8.39355
63.080193,-21.247793,468.03635,60.87929,-21.145306,467.63156,1.2933574,0.9366454
-1.5325897,-103.31688,206.92628,1.9197986,-109.32245,210.67456,4.547359,5.6722803
-156.35966,-157.10802,446.96448,-157.79678,-158.09314,445.13095,1.4603192,1.3223443
193.08746,-151.65979,444.70822,192.64285,-150.90761,443.90656,0.68462276,1.8999677
191.19333,-60.451077,395.19473,190.60342,-62.83156,395.21744,1.4160033,1.940746
24.784203,-81.89697,373.46924,22.402817,-81.783745,371.89655,1.6489575,69.77329
103.04801,220.55006,487.08084,102.778885,221.12648,485.74075,0.8564501,2.2953348
-24.306633,52.513157,318.5948,-22.42823,52.951897,322.49203,2.5106058,1.7295529
150.72168,184.91194,317.3192,148.5414,183.64012,319.01303,1.7550095,3.3220537
166.92813,-200.69057,309.08524,166.16396,-203.2744,308.96005,1.557329,4.358953
132.07985,-230.43399,351.11935,131.83328,-231.65697,348.07288,1.9006575,1.154098
-128.42558,166.86548,411.42773,-130.07678,164.06796,410.25528,1.9939245,0.78519666
-237.75577,-31.33732,331.80936,-236.3116,-33.586502,331.64972,1.5459542,2.0090094
79.12653,25.334658,329.94067,77.68192,25.826563,327.56503,1.6301881,4.00182
-44.371155,-113.64248,256.47394,-41.643448,-119.99549,259.0166,4.2530885,1.9682115
197.13043,-33.39251,364.85968,197.10318,-32.330692,366.8915,1.3236982,6.293206
179.92375,-183.65044,263.98114,180.32867,-184.16519,264.7257,0.5725139,3.186725
16.876047,245.8155,386.65982,16.464672,244.83743,386.7321,0.61402464,1.9916774
-61.277927,24.82537,493.95294,-61.027473,21.97504,494.47015,1.6787513,0.9248187
106.49477,-200.59094,333.64175,109.00741,-200.64328,331.40002,1.9443475,3.635117
104.684845,175.78865,245.67375,103.12635,177.44228,246.26054,1.3549548,4.810567
91.14145,-34.960194,497.76517,91.64741,-33.20823,497.05328,1.1302142,1.900037
171.21204,67.59864,317.0325,169.38483,68.3604,316.43863,1.1932662,4.249596
38.659294,-171.37427,349.9444,36.702087,-171.63176,349.8005,1.1427547,3.7001772
8.02174,-52.205738,462.05798,8.014888,-52.05119,462.63623,0.3455922,2.2710512
8.454066,-1.0065198,412.5268,8.508418,0.8184066,415.4459,1.9878333,0.5617906
194.49033,-1.3737017,339.6021,192.959,0.24976581,338.57812,1.4176455,3.2151804
-66.624435,159.87805,458.8842,-70.12242,158.04906,458.6673,2.2824087,0.6350281
170.95792,-2.1052804,274.5265,168.31076,-5.3512874,276.06763,2.5767615,6.6445
2.4447818,-98.75011,254.5076,-0.5657636,-96.72232,257.74472,2.80798,3.1622624
-207.33052,-116.12244,395.57693,-209.04974,-117.508095,396.33017,1.3469892,1.1948261
-25.509005,-96.14907,314.62253,-25.002663,-100.14935,313.7819,2.3780463,2.534039
-104.4018,-13.832871,360.4542,-104.931305,-15.806828,357.99728,1.8451087,2.361774
13.942522,-117.85262,425.3771,14.957105,-116.47482,425.75754,1.0120012,3.2183917
176.65494,-234.52675,341.62363,172.53981,-235.99304,343.30423,2.702389,4.747135
-160.27225,-150.38194,481.9321,-159.8748,-149.8025,481.45673,0.4897923,0.6631227
-12.387689,39.077877,244.11922,-11.023378,43.167553,242.82768,2.5983875,7.557664
41.251125,-114.73325,451.70282,39.6275,-114.60914,452.16486,0.9772488,1.334726
134.91016,-84.0853,436.6878,135.19412,-85.72005,435.99045,1.0391266,1.5651474
220.4885,-120.71113,235.41151,218.43181,-115.56406,238.4309,3.6441257,5.7684093
25.303942,-201.61331,365.37152,26.492483,-202.14313,366.4254,0.96678644,3.6272929
210.809,-159.80338,435.18475,211.78429,-159.34453,435.12027,0.623397,1.3194087
-81.72051,-122.75964,324.44006,-81.970184,-124.90321,323.76862,1.3048717,0.833588
132.15988,169.67499,345.56125,131.1529,168.25243,347.013,1.309617,0.5230648
131.86273,-139.38715,423.648,132.34525,-137.54303,424.6448,1.241932,44.674374
25.639492,164.1989,458.4669,24.26843,164.19992,457.91974,0.8522877,3.280406
-163.10564,121.6498,318.0812,-166.46347,117.35107,319.86688,3.3137503,13.466239
-56.897854,237.14726,451.13495,-58.52047,237.42635,451.86353,1.039486,4.5974813
-104.57494,126.79507,443.70016,-104.6308,126.196686,443.93756,0.37306684,1.1261402
233.43932,-192.44348,235.58687,239.38579,-190.27388,239.25157,4.2228646,4.5266776
72.31123,220.02138,400.65137,71.21738,222.479,401.22467,1.5879889,3.2413037
204.51892,171.04732,447.1325,205.1402,172.09802,447.05618,0.70611405,2.320666
-101.92011,-28.1857,451.11322,-100.849625,-29.008327,450.9565,0.78469074,1.0307678
-35.529972,-33.20553,325.44656,-34.36184,-34.718193,325.7741,1.11952,3.7580864
33.68616,-234.52286,264.65512,32.46466,-231.66296,262.7017,2.1202943,4.607519
-72.63591,-141.17923,251.23752,-72.87985,-139.56252,253.21895,1.4831654,2.783415
-21.750185,107.443054,455.7747,-22.760757,108.25506,454.12308,1.2122194,0.3020747
49.65353,-194.7366,300.0569,48.37892,-193.6195,299.79373,0.99024916,4.06843
-235.85701,245.87245,441.74533,-237.79446,244.69362,439.5294,1.8306445,1.67262
-80.09442,-239.15877,382.47028,-80.97291,-239.9816,382.83475,0.72609174,2.655836
-249.88914,245.48674,265.1856,-251.94049,246.68523,264.45377,1.4352679,35.370087
-8.731189,-101.89621,325.9083,-9.50206,-99.97316,326.63962,1.2684895,2.6379197
54.00033,-19.567392,442.02536,53.5036,-21.874437,441.9198,1.3638598,2.2112873
-203.50478,22.735725,461.03647,-203.96555,22.773132,462.33615,0.79642594,3.8232648
-128.9528,-105.22341,305.8297,-126.31554,-106.55911,303.3045,2.244694,1.8516021
151.99591,-139.7512,434.14185,151.79103,-138.6252,433.44937,0.77231,2.0663204
170.14078,-224.7154,217.17558,168.66362,-225.89006,215.47702,1.4659414,20.691511
-56.133373,161.7165,358.62976,-56.453236,163.19398,359.3236,0.96032596,5.7256527
157.11186,236.1547,241.52246,157.77776,239.08765,238.56673,2.434611,5.5129485
-111.42987,-187.22125,488.73718,-112.48558,-187.57552,489.18857,0.69372773,1.5222219
103.054115,179.91542,409.5111,102.88757,181.64418,409.582,1.0035557,11.454258
22.728312,110.26972,306.34875,22.049704,111.18688,311.94775,3.299014,3.3511338
-29.95046,125.11267,488.41638,-29.359028,119.966866,490.47455,3.2179267,46.382263
78.22114,-56.097267,230.0579,79.766174,-54.189995,230.29707,1.4238476,4.6831775
-243.30466,-221.21255,334.75146,-242.9999,-220.50288,334.2227,0.5404073,20.738663
-168.77829,95.21156,292.56998,-168.40526,94.65043,293.94,0.88147503,0.8361679
-103.088264,231.06322,497.7293,-98.646904,234.48853,495.51486,3.4814842,14.741742
90.28131,79.37913,226.53949,84.88421,80.43956,230.54854,3.9296181,5.013827
103.11766,-132.97385,358.27902,105.02961,-133.32614,355.00217,2.1998062,5.4548464
90.38042,18.367632,266.85037,94.38303,20.54942,265.75635,2.7066603,3.3516278
133.80855,-189.16243,408.6413,133.35811,-188.07431,408.4975,0.68497634,5.559043
-210.22423,108.93928,341.19293,-209.72678,108.92039,338.69287,1.4717473,0.762772
-197.05554,86.4321,455.88104,-196.44109,86.91695,455.5158,0.49867496,0.85617036
177.67557,-26.603,414.83594,179.66454,-26.466217,413.16833,1.5006223,2.1177168
-71.58112,-245.66776,428.38535,-68.30947,-246.30492,426.9971,2.0846188,5.7296233
34.185646,-219.81697,294.41458,35.749023,-217.34807,293.89413,1.7137185,3.5673966
1.7514029,90.988846,246.89476,-3.314349,91.569984,252.3799,4.3238215,3.1826675
63.331284,96.20667,315.8949,62.58773,98.64174,317.4276,1.7157732,2.8548138
-211.52664,37.604664,211.23288,-212.79358,43.937958,215.30049,4.4068584,7.823237
134.89511,-136.15439,273.0437,137.97516,-137.50417,269.16324,2.9646013,3.1873648
-188.29884,81.56579,384.28662,-190.22922,82.63781,382.84677,1.5219222,2.0296028
90.68723,-197.2474,260.54468,92.02025,-197.21487,262.6943,1.4604665,3.9103715
-48.92895,63.840286,211.59882,-39.589935,54.556267,209.89471,7.6662507,15.50977
-3.8691819,36.158955,369.01233,-6.6551194,36.773304,372.80865,2.7417123,1.3315959
85.84686,-72.25318,434.1525,85.66937,-70.65146,434.1895,0.93066084,2.655385
-64.49863,-140.41698,256.744,-62.561943,-142.13142,257.2655,1.5233788,3.229
-226.98126,112.29135,476.9408,-226.53082,112.31633,476.04675,0.5781673,3.378366
